año;mes;hora;factor_antofagasta;factor_santiago;factor_puertomontt
2025;10;10;0.558;0.596;0.513
2025;10;11;0.702;0.699;0.680
2025;10;12;0.790;0.798;0.777
2025;10;13;0.825;0.863;0.776
2025;10;14;0.810;0.835;0.759
2025;10;15;0.742;0.771;0.722
2025;10;16;0.623;0.656;0.501
2025;10;17;0.448;0.460;0.149
2025;10;18;0.222;0.245;0.079
2025;10;19;0.012;0.017;0.013
2025;10;20;0;0;0
2025;10;21;0;0;0
2025;10;22;0;0;0
2025;10;23;0;0;0
2025;10;0;0;0;0
2025;10;1;0;0;0
2025;10;2;0;0;0
2025;10;3;0;0;0
2025;10;4;0;0;0
2025;10;5;0;0;0
2025;10;6;0;0;0
2025;10;7;0;0;0
2025;10;8;0.144;0.139;0
2025;10;9;0.378;0.361;0.040
2025;10;10;0.573;0.506;0.107
2025;10;11;0.711;0.581;0.158
2025;10;12;0.793;0.622;0.157
2025;10;13;0.827;0.777;0.195
2025;10;14;0.812;0.813;0.289
2025;10;15;0.746;0.747;0.256
2025;10;16;0.627;0.626;0.169
2025;10;17;0.451;0.457;0.153
2025;10;18;0.224;0.237;0.088
2025;10;19;0.011;0.018;0.022
2025;10;20;0;0;0
2025;10;21;0;0;0
2025;10;22;0;0;0
2025;10;23;0;0;0
2025;10;0;0;0;0
2025;10;1;0;0;0
2025;10;2;0;0;0
2025;10;3;0;0;0
2025;10;4;0;0;0
2025;10;5;0;0;0
2025;10;6;0;0;0
2025;10;7;0;0;0
2025;10;8;0.151;0.164;0.020
2025;10;9;0.383;0.396;0.095
2025;10;10;0.576;0.583;0.179
2025;10;11;0.713;0.714;0.345
2025;10;12;0.794;0.792;0.516
2025;10;13;0.827;0.775;0.687
2025;10;14;0.812;0.668;0.711
2025;10;15;0.745;0.705;0.713
2025;10;16;0.625;0.615;0.613
2025;10;17;0.449;0.451;0.421
2025;10;18;0.222;0.219;0.233
2025;10;19;0.011;0.016;0.038
2025;10;20;0;0;0
2025;10;21;0;0;0
2025;10;22;0;0;0
2025;10;23;0;0;0
2025;10;0;0;0;0
2025;10;1;0;0;0
2025;10;2;0;0;0
2025;10;3;0;0;0
2025;10;4;0;0;0
2025;10;5;0;0;0
2025;10;6;0;0;0
2025;10;7;0;0;0
2025;10;8;0.148;0.159;0.045
2025;10;9;0.379;0.379;0.200
2025;10;10;0.573;0.563;0.380
2025;10;11;0.711;0.700;0.594
2025;10;12;0.794;0.773;0.674
2025;10;13;0.828;0.808;0.741
2025;10;14;0.812;0.729;0.765
2025;10;15;0.746;0.641;0.688
2025;10;16;0.626;0.578;0.522
2025;10;17;0.448;0.449;0.335
2025;10;18;0.221;0.237;0.151
2025;10;19;0.010;0.016;0.034
2025;10;20;0;0;0
2025;10;21;0;0;0
2025;10;22;0;0;0
2025;10;23;0;0;0
2025;10;0;0;0;0
2025;10;1;0;0;0
2025;10;2;0;0;0
2025;10;3;0;0;0
2025;10;4;0;0;0
2025;10;5;0;0;0
2025;10;6;0;0;0
2025;10;7;0;0;0
2025;10;8;0.148;0.135;0.005
2025;10;9;0.378;0.175;0.036
2025;10;10;0.571;0.515;0.094
2025;10;11;0.710;0.704;0.150
2025;10;12;0.792;0.711;0.194
2025;10;13;0.826;0.817;0.236
2025;10;14;0.809;0.806;0.278
2025;10;15;0.743;0.740;0.311
2025;10;16;0.623;0.586;0.236
2025;10;17;0.447;0.230;0.186
2025;10;18;0.220;0.045;0.107
2025;10;19;0.010;0;0.025
2025;10;20;0;0;0
2025;10;21;0;0;0
2025;10;22;0;0;0
2025;10;23;0;0;0
2025;10;0;0;0;0
2025;10;1;0;0;0
2025;10;2;0;0;0
2025;10;3;0;0;0
2025;10;4;0;0;0
2025;10;5;0;0;0
2025;10;6;0;0;0
2025;10;7;0;0;0
2025;10;8;0.145;0.073;0.012
2025;10;9;0.373;0.155;0.061
2025;10;10;0.566;0.235;0.160
2025;10;11;0.704;0.322;0.318
2025;10;12;0.786;0.363;0.535
2025;10;13;0.819;0.353;0.498
2025;10;14;0.803;0.389;0.349
2025;10;15;0.740;0.475;0.283
2025;10;16;0.621;0.400;0.259
2025;10;17;0.445;0.241;0.166
2025;10;18;0.219;0.108;0.076
2025;10;19;0.009;0.016;0.012
2025;10;20;0;0;0
2025;10;21;0;0;0
2025;10;22;0;0;0
2025;10;23;0;0;0
2025;10;0;0;0;0
2025;10;1;0;0;0
2025;10;2;0;0;0
2025;10;3;0;0;0
2025;10;4;0;0;0
2025;10;5;0;0;0
2025;10;6;0;0;0
2025;10;7;0;0;0
2025;10;8;0.147;0.090;0.055
2025;10;9;0.375;0.240;0.191
2025;10;10;0.564;0.545;0.304
2025;10;11;0.701;0.716;0.403
2025;10;12;0.783;0.752;0.545
2025;10;13;0.817;0.778;0.601
2025;10;14;0.801;0.753;0.550
2025;10;15;0.736;0.688;0.430
2025;10;16;0.616;0.578;0.308
2025;10;17;0.440;0.337;0.211
2025;10;18;0.215;0.149;0.132
2025;10;19;0.009;0.022;0.030
2025;10;20;0;0;0
2025;10;21;0;0;0
2025;10;22;0;0;0
2025;10;23;0;0;0
2025;10;0;0;0;0
2025;10;1;0;0;0
2025;10;2;0;0;0
2025;10;3;0;0;0
2025;10;4;0;0;0
2025;10;5;0;0;0
2025;10;6;0;0;0
2025;10;7;0;0;0
2025;10;8;0.145;0.064;0.076
2025;10;9;0.370;0.139;0.305
2025;10;10;0.560;0.231;0.545
2025;10;11;0.697;0.338;0.683
2025;10;12;0.781;0.400;0.758
2025;10;13;0.814;0.383;0.819
2025;10;14;0.798;0.351;0.829
2025;10;15;0.731;0.349;0.760
2025;10;16;0.611;0.423;0.651
2025;10;17;0.435;0.170;0.473
2025;10;18;0.211;0.058;0.252
2025;10;19;0.010;0.005;0.051
2025;10;20;0;0;0
2025;10;21;0;0;0
2025;10;22;0;0;0
2025;10;23;0;0;0
2025;10;0;0;0;0
2025;10;1;0;0;0
2025;10;2;0;0;0
2025;10;3;0;0;0
2025;10;4;0;0;0
2025;10;5;0;0;0
2025;10;6;0;0;0
2025;10;7;0;0;0
2025;10;8;0.145;0.053;0.110
2025;10;9;0.369;0.152;0.385
2025;10;10;0.559;0.276;0.591
2025;10;11;0.694;0.441;0.739
2025;10;12;0.761;0.634;0.829
2025;10;13;0.762;0.726;0.864
2025;10;14;0.730;0.692;0.850
2025;10;15;0.657;0.368;0.788
2025;10;16;0.529;0.210;0.673
2025;10;17;0.357;0.109;0.505
2025;10;18;0.170;0.050;0.286
2025;10;19;0.016;0.003;0.056
2025;10;20;0;0;0
2025;10;21;0;0;0
2025;10;22;0;0;0
2025;10;23;0;0;0
2025;10;0;0;0;0
2025;10;1;0;0;0
2025;10;2;0;0;0
2025;10;3;0;0;0
2025;10;4;0;0;0
2025;10;5;0;0;0
2025;10;6;0;0;0
2025;10;7;0;0;0
2025;10;8;0.125;0.034;0.142
2025;10;9;0.329;0.165;0.371
2025;10;10;0.556;0.308;0.573
2025;10;11;0.696;0.367;0.719
2025;10;12;0.780;0.358;0.810
2025;10;13;0.812;0.328;0.836
2025;10;14;0.796;0.358;0.798
2025;10;15;0.731;0.301;0.691
2025;10;16;0.612;0.271;0.507
2025;10;17;0.438;0.204;0.298
2025;10;18;0.214;0.126;0.098
2025;10;19;0.009;0.022;0.023
2025;10;20;0;0;0
2025;10;21;0;0;0
2025;10;22;0;0;0
2025;10;23;0;0;0
2025;10;0;0;0;0
2025;10;1;0;0;0
2025;10;2;0;0;0
2025;10;3;0;0;0
2025;10;4;0;0;0
2025;10;5;0;0;0
2025;10;6;0;0;0
2025;10;7;0;0.001;0
2025;10;8;0.150;0.177;0.053
2025;10;9;0.375;0.414;0.143
2025;10;10;0.564;0.608;0.215
2025;10;11;0.700;0.746;0.259
2025;10;12;0.782;0.827;0.335
2025;10;13;0.814;0.857;0.366
2025;10;14;0.798;0.837;0.394
2025;10;15;0.733;0.769;0.417
2025;10;16;0.614;0.649;0.368
2025;10;17;0.439;0.472;0.264
2025;10;18;0.214;0.244;0.135
2025;10;19;0.008;0.011;0.035
2025;10;20;0;0;0
2025;10;21;0;0;0
2025;10;22;0;0;0
2025;10;23;0;0;0
2025;10;0;0;0;0
2025;10;1;0;0;0
2025;10;2;0;0;0
2025;10;3;0;0;0
2025;10;4;0;0;0
2025;10;5;0;0;0
2025;10;6;0;0;0
2025;10;7;0;0.002;0
2025;10;8;0.146;0.147;0.063
2025;10;9;0.364;0.364;0.187
2025;10;10;0.550;0.583;0.372
2025;10;11;0.687;0.724;0.426
2025;10;12;0.769;0.809;0.588
2025;10;13;0.805;0.835;0.688
2025;10;14;0.791;0.808;0.710
2025;10;15;0.725;0.708;0.749
2025;10;16;0.608;0.560;0.648
2025;10;17;0.433;0.384;0.486
2025;10;18;0.210;0.197;0.246
2025;10;19;0.011;0.026;0.052
2025;10;20;0;0;0
2025;10;21;0;0;0
2025;10;22;0;0;0
2025;10;23;0;0;0
2025;10;0;0;0;0
2025;10;1;0;0;0
2025;10;2;0;0;0
2025;10;3;0;0;0
2025;10;4;0;0;0
2025;10;5;0;0;0
2025;10;6;0;0;0
2025;10;7;0;0.002;0
2025;10;8;0.146;0.173;0.095
2025;10;9;0.365;0.408;0.283
2025;10;10;0.559;0.612;0.484
2025;10;11;0.701;0.754;0.622
2025;10;12;0.784;0.838;0.642
2025;10;13;0.816;0.867;0.642
2025;10;14;0.800;0.844;0.586
2025;10;15;0.734;0.766;0.502
2025;10;16;0.614;0.623;0.395
2025;10;17;0.438;0.422;0.265
2025;10;18;0.213;0.194;0.174
2025;10;19;0.011;0.026;0.055
2025;10;20;0;0;0
2025;10;21;0;0;0
2025;10;22;0;0;0
2025;10;23;0;0;0
2025;10;0;0;0;0
2025;10;1;0;0;0
2025;10;2;0;0;0
2025;10;3;0;0;0
2025;10;4;0;0;0
2025;10;5;0;0;0
2025;10;6;0;0;0
2025;10;7;0;0.002;0
2025;10;8;0.143;0.180;0.119
2025;10;9;0.358;0.414;0.378
2025;10;10;0.548;0.605;0.584
2025;10;11;0.686;0.740;0.735
2025;10;12;0.778;0.821;0.824
2025;10;13;0.808;0.852;0.861
2025;10;14;0.787;0.834;0.848
2025;10;15;0.719;0.764;0.782
2025;10;16;0.603;0.647;0.669
2025;10;17;0.428;0.471;0.504
2025;10;18;0.200;0.243;0.281
2025;10;19;0.018;0.013;0.060
2025;10;20;0;0;0
2025;10;21;0;0;0
2025;10;22;0;0;0
2025;10;23;0;0;0
2025;10;0;0;0;0
2025;10;1;0;0;0
2025;10;2;0;0;0
2025;10;3;0;0;0
2025;10;4;0;0;0
2025;10;5;0;0;0
2025;10;6;0;0;0
2025;10;7;0;0.004;0.001
2025;10;8;0.091;0.169;0.148
2025;10;9;0.261;0.396;0.370
2025;10;10;0.453;0.583;0.581
2025;10;11;0.605;0.717;0.717
2025;10;12;0.725;0.796;0.801
2025;10;13;0.748;0.818;0.834
2025;10;14;0.690;0.757;0.821
2025;10;15;0.626;0.655;0.760
2025;10;16;0.563;0.530;0.646
2025;10;17;0.404;0.341;0.478
2025;10;18;0.188;0.145;0.272
2025;10;19;0.022;0.024;0.060
2025;10;20;0;0;0
2025;10;21;0;0;0
2025;10;22;0;0;0
2025;10;23;0;0;0
2025;10;0;0;0;0
2025;10;1;0;0;0
2025;10;2;0;0;0
2025;10;3;0;0;0
2025;10;4;0;0;0
2025;10;5;0;0;0
2025;10;6;0;0;0
2025;10;7;0;0.004;0
2025;10;8;0.135;0.120;0.077
2025;10;9;0.365;0.373;0.235
2025;10;10;0.556;0.596;0.373
2025;10;11;0.692;0.747;0.393
2025;10;12;0.776;0.831;0.453
2025;10;13;0.809;0.861;0.413
2025;10;14;0.793;0.842;0.391
2025;10;15;0.729;0.774;0.295
2025;10;16;0.609;0.653;0.168
2025;10;17;0.434;0.476;0.134
2025;10;18;0.209;0.247;0.092
2025;10;19;0.013;0.015;0.035
2025;10;20;0;0;0
2025;10;21;0;0;0
2025;10;22;0;0;0
2025;10;23;0;0;0
2025;10;0;0;0;0
2025;10;1;0;0;0
2025;10;2;0;0;0
2025;10;3;0;0;0
2025;10;4;0;0;0
2025;10;5;0;0;0
2025;10;6;0;0;0
2025;10;7;0;0.002;0
2025;10;8;0.152;0.192;0.045
2025;10;9;0.374;0.425;0.149
2025;10;10;0.563;0.615;0.329
2025;10;11;0.698;0.749;0.589
2025;10;12;0.779;0.828;0.743
2025;10;13;0.811;0.857;0.811
2025;10;14;0.794;0.838;0.808
2025;10;15;0.725;0.763;0.744
2025;10;16;0.606;0.547;0.632
2025;10;17;0.430;0.441;0.469
2025;10;18;0.206;0.204;0.274
2025;10;19;0.013;0.029;0.067
2025;10;20;0;0;0
2025;10;21;0;0;0
2025;10;22;0;0;0
2025;10;23;0;0;0
2025;10;0;0;0;0
2025;10;1;0;0;0
2025;10;2;0;0;0
2025;10;3;0;0;0
2025;10;4;0;0;0
2025;10;5;0;0;0
2025;10;6;0;0;0
2025;10;7;0.001;0.006;0.004
2025;10;8;0.128;0.150;0.144
2025;10;9;0.328;0.326;0.394
2025;10;10;0.548;0.497;0.598
2025;10;11;0.684;0.624;0.748
2025;10;12;0.768;0.738;0.841
2025;10;13;0.803;0.781;0.879
2025;10;14;0.788;0.812;0.867
2025;10;15;0.720;0.762;0.806
2025;10;16;0.599;0.645;0.693
2025;10;17;0.424;0.470;0.524
2025;10;18;0.202;0.237;0.304
2025;10;19;0.016;0.024;0.063
2025;10;20;0;0;0
2025;10;21;0;0;0
2025;10;22;0;0;0
2025;10;23;0;0;0
2025;10;0;0;0;0
2025;10;1;0;0;0
2025;10;2;0;0;0
2025;10;3;0;0;0
2025;10;4;0;0;0
2025;10;5;0;0;0
2025;10;6;0;0;0
2025;10;7;0;0.006;0.004
2025;10;8;0.148;0.156;0.104
2025;10;9;0.368;0.336;0.317
2025;10;10;0.559;0.503;0.592
2025;10;11;0.695;0.618;0.734
2025;10;12;0.778;0.686;0.818
2025;10;13;0.811;0.748;0.854
2025;10;14;0.795;0.701;0.844
2025;10;15;0.728;0.742;0.785
2025;10;16;0.608;0.632;0.674
2025;10;17;0.432;0.446;0.510
2025;10;18;0.206;0.212;0.295
2025;10;19;0.013;0.034;0.064
2025;10;20;0;0;0
2025;10;21;0;0;0
2025;10;22;0;0;0
2025;10;23;0;0;0
2025;10;0;0;0;0
2025;10;1;0;0;0
2025;10;2;0;0;0
2025;10;3;0;0;0
2025;10;4;0;0;0
2025;10;5;0;0;0
2025;10;6;0;0;0
2025;10;7;0;0.005;0
2025;10;8;0.152;0.163;0.036
2025;10;9;0.372;0.392;0.091
2025;10;10;0.560;0.587;0.178
2025;10;11;0.696;0.725;0.280
2025;10;12;0.778;0.810;0.345
2025;10;13;0.811;0.840;0.428
2025;10;14;0.795;0.823;0.493
2025;10;15;0.728;0.757;0.430
2025;10;16;0.609;0.641;0.203
2025;10;17;0.433;0.470;0.187
2025;10;18;0.207;0.244;0.170
2025;10;19;0.012;0.018;0.047
2025;10;20;0;0;0
2025;10;21;0;0;0
2025;10;22;0;0;0
2025;10;23;0;0;0
2025;10;0;0;0;0
2025;10;1;0;0;0
2025;10;2;0;0;0
2025;10;3;0;0;0
2025;10;4;0;0;0
2025;10;5;0;0;0
2025;10;6;0;0;0
2025;10;7;0;0.010;0
2025;10;8;0.152;0.150;0.005
2025;10;9;0.370;0.332;0.025
2025;10;10;0.554;0.507;0.048
2025;10;11;0.694;0.600;0.061
2025;10;12;0.778;0.646;0.077
2025;10;13;0.807;0.745;0.099
2025;10;14;0.790;0.684;0.114
2025;10;15;0.724;0.464;0.120
2025;10;16;0.604;0.340;0.104
2025;10;17;0.427;0.268;0.074
2025;10;18;0.203;0.152;0.046
2025;10;19;0.014;0.041;0.013
2025;10;20;0;0;0
2025;10;21;0;0;0
2025;10;22;0;0;0
2025;10;23;0;0;0
2025;10;0;0;0;0
2025;10;1;0;0;0
2025;10;2;0;0;0
2025;10;3;0;0;0
2025;10;4;0;0;0
2025;10;5;0;0;0
2025;10;6;0;0;0
2025;10;7;0.002;0.008;0
2025;10;8;0.140;0.112;0.078
2025;10;9;0.354;0.279;0.201
2025;10;10;0.542;0.554;0.270
2025;10;11;0.680;0.735;0.387
2025;10;12;0.760;0.813;0.497
2025;10;13;0.795;0.835;0.664
2025;10;14;0.779;0.802;0.707
2025;10;15;0.715;0.666;0.671
2025;10;16;0.595;0.517;0.566
2025;10;17;0.420;0.379;0.460
2025;10;18;0.200;0.212;0.250
2025;10;19;0.014;0.036;0.072
2025;10;20;0;0;0
2025;10;21;0;0;0
2025;10;22;0;0;0
2025;10;23;0;0;0
2025;10;0;0;0;0
2025;10;1;0;0;0
2025;10;2;0;0;0
2025;10;3;0;0;0
2025;10;4;0;0;0
2025;10;5;0;0;0
2025;10;6;0;0;0
2025;10;7;0.001;0.010;0
2025;10;8;0.150;0.184;0.027
2025;10;9;0.363;0.418;0.112
2025;10;10;0.548;0.606;0.191
2025;10;11;0.685;0.741;0.247
2025;10;12;0.776;0.816;0.352
2025;10;13;0.807;0.798;0.438
2025;10;14;0.790;0.711;0.411
2025;10;15;0.723;0.643;0.315
2025;10;16;0.603;0.378;0.237
2025;10;17;0.426;0.249;0.165
2025;10;18;0.200;0.139;0.099
2025;10;19;0.016;0.028;0.034
2025;10;20;0;0;0
2025;10;21;0;0;0
2025;10;22;0;0;0
2025;10;23;0;0;0
2025;11;0;0;0;0
2025;11;1;0;0;0
2025;11;2;0;0;0
2025;11;3;0;0;0
2025;11;4;0;0;0
2025;11;5;0;0;0
2025;11;6;0;0;0
2025;11;7;0.003;0.008;0
2025;11;8;0.137;0.174;0.041
2025;11;9;0.344;0.347;0.128
2025;11;10;0.542;0.560;0.205
2025;11;11;0.689;0.746;0.263
2025;11;12;0.769;0.828;0.254
2025;11;13;0.794;0.860;0.243
2025;11;14;0.780;0.845;0.252
2025;11;15;0.715;0.779;0.183
2025;11;16;0.596;0.660;0.141
2025;11;17;0.420;0.483;0.137
2025;11;18;0.199;0.252;0.088
2025;11;19;0.017;0.020;0.021
2025;11;20;0;0;0
2025;11;21;0;0;0
2025;11;22;0;0;0
2025;11;23;0;0;0
2025;11;0;0;0;0
2025;11;1;0;0;0
2025;11;2;0;0;0
2025;11;3;0;0;0
2025;11;4;0;0;0
2025;11;5;0;0;0
2025;11;6;0;0;0
2025;11;7;0.003;0.011;0
2025;11;8;0.126;0.114;0.034
2025;11;9;0.320;0.313;0.095
2025;11;10;0.541;0.497;0.202
2025;11;11;0.677;0.705;0.229
2025;11;12;0.772;0.821;0.276
2025;11;13;0.802;0.858;0.299
2025;11;14;0.785;0.830;0.365
2025;11;15;0.722;0.518;0.399
2025;11;16;0.603;0.427;0.398
2025;11;17;0.427;0.385;0.324
2025;11;18;0.201;0.201;0.212
2025;11;19;0.015;0.037;0.089
2025;11;20;0;0;0.002
2025;11;21;0;0;0
2025;11;22;0;0;0
2025;11;23;0;0;0
2025;11;0;0;0;0
2025;11;1;0;0;0
2025;11;2;0;0;0
2025;11;3;0;0;0
2025;11;4;0;0;0
2025;11;5;0;0;0
2025;11;6;0;0;0
2025;11;7;0;0.005;0.014
2025;11;8;0.089;0.209;0.151
2025;11;9;0.232;0.445;0.391
2025;11;10;0.364;0.635;0.597
2025;11;11;0.460;0.769;0.725
2025;11;12;0.576;0.845;0.813
2025;11;13;0.676;0.872;0.868
2025;11;14;0.712;0.850;0.847
2025;11;15;0.660;0.776;0.774
2025;11;16;0.544;0.642;0.643
2025;11;17;0.366;0.448;0.471
2025;11;18;0.173;0.222;0.273
2025;11;19;0.027;0.037;0.075
2025;11;20;0;0;0.001
2025;11;21;0;0;0
2025;11;22;0;0;0
2025;11;23;0;0;0
2025;11;0;0;0;0
2025;11;1;0;0;0
2025;11;2;0;0;0
2025;11;3;0;0;0
2025;11;4;0;0;0
2025;11;5;0;0;0
2025;11;6;0;0;0
2025;11;7;0.002;0.014;0.019
2025;11;8;0.109;0.120;0.159
2025;11;9;0.293;0.369;0.349
2025;11;10;0.442;0.601;0.485
2025;11;11;0.549;0.727;0.524
2025;11;12;0.625;0.803;0.507
2025;11;13;0.662;0.825;0.386
2025;11;14;0.666;0.809;0.295
2025;11;15;0.597;0.741;0.270
2025;11;16;0.514;0.623;0.183
2025;11;17;0.357;0.438;0.153
2025;11;18;0.166;0.218;0.114
2025;11;19;0.030;0.034;0.050
2025;11;20;0;0;0
2025;11;21;0;0;0
2025;11;22;0;0;0
2025;11;23;0;0;0
2025;11;0;0;0;0
2025;11;1;0;0;0
2025;11;2;0;0;0
2025;11;3;0;0;0
2025;11;4;0;0;0
2025;11;5;0;0;0
2025;11;6;0;0;0
2025;11;7;0.004;0.012;0.004
2025;11;8;0.146;0.197;0.067
2025;11;9;0.352;0.419;0.127
2025;11;10;0.533;0.601;0.261
2025;11;11;0.668;0.729;0.321
2025;11;12;0.754;0.791;0.222
2025;11;13;0.786;0.820;0.191
2025;11;14;0.770;0.798;0.165
2025;11;15;0.702;0.719;0.227
2025;11;16;0.585;0.591;0.305
2025;11;17;0.411;0.417;0.284
2025;11;18;0.192;0.217;0.146
2025;11;19;0.019;0.037;0.076
2025;11;20;0;0;0.003
2025;11;21;0;0;0
2025;11;22;0;0;0
2025;11;23;0;0;0
2025;11;0;0;0;0
2025;11;1;0;0;0
2025;11;2;0;0;0
2025;11;3;0;0;0
2025;11;4;0;0;0
2025;11;5;0;0;0
2025;11;6;0;0;0
2025;11;7;0.004;0.011;0.012
2025;11;8;0.147;0.199;0.104
2025;11;9;0.355;0.421;0.347
2025;11;10;0.535;0.600;0.550
2025;11;11;0.669;0.727;0.688
2025;11;12;0.751;0.801;0.799
2025;11;13;0.784;0.828;0.830
2025;11;14;0.764;0.810;0.825
2025;11;15;0.698;0.745;0.768
2025;11;16;0.579;0.631;0.672
2025;11;17;0.405;0.462;0.520
2025;11;18;0.189;0.241;0.303
2025;11;19;0.022;0.018;0.081
2025;11;20;0;0;0.002
2025;11;21;0;0;0
2025;11;22;0;0;0
2025;11;23;0;0;0
2025;11;0;0;0;0
2025;11;1;0;0;0
2025;11;2;0;0;0
2025;11;3;0;0;0
2025;11;4;0;0;0
2025;11;5;0;0;0
2025;11;6;0;0;0
2025;11;7;0.005;0.013;0.004
2025;11;8;0.145;0.196;0.055
2025;11;9;0.350;0.417;0.112
2025;11;10;0.534;0.599;0.199
2025;11;11;0.670;0.727;0.307
2025;11;12;0.756;0.803;0.383
2025;11;13;0.788;0.830;0.418
2025;11;14;0.770;0.811;0.450
2025;11;15;0.702;0.744;0.430
2025;11;16;0.581;0.627;0.325
2025;11;17;0.407;0.457;0.146
2025;11;18;0.189;0.237;0.058
2025;11;19;0.022;0.026;0.029
2025;11;20;0;0;0.003
2025;11;21;0;0;0
2025;11;22;0;0;0
2025;11;23;0;0;0
2025;11;0;0;0;0
2025;11;1;0;0;0
2025;11;2;0;0;0
2025;11;3;0;0;0
2025;11;4;0;0;0
2025;11;5;0;0;0
2025;11;6;0;0;0
2025;11;7;0.004;0.020;0.011
2025;11;8;0.147;0.177;0.105
2025;11;9;0.357;0.367;0.218
2025;11;10;0.543;0.536;0.345
2025;11;11;0.677;0.650;0.416
2025;11;12;0.759;0.716;0.445
2025;11;13;0.789;0.745;0.549
2025;11;14;0.772;0.671;0.669
2025;11;15;0.706;0.540;0.685
2025;11;16;0.587;0.420;0.633
2025;11;17;0.413;0.286;0.492
2025;11;18;0.192;0.160;0.296
2025;11;19;0.017;0.051;0.090
2025;11;20;0;0;0.005
2025;11;21;0;0;0
2025;11;22;0;0;0
2025;11;23;0;0;0
2025;11;0;0;0;0
2025;11;1;0;0;0
2025;11;2;0;0;0
2025;11;3;0;0;0
2025;11;4;0;0;0
2025;11;5;0;0;0
2025;11;6;0;0;0
2025;11;7;0.004;0.015;0.015
2025;11;8;0.149;0.198;0.105
2025;11;9;0.357;0.418;0.235
2025;11;10;0.538;0.598;0.316
2025;11;11;0.673;0.726;0.339
2025;11;12;0.758;0.800;0.422
2025;11;13;0.789;0.824;0.440
2025;11;14;0.773;0.802;0.458
2025;11;15;0.705;0.732;0.443
2025;11;16;0.587;0.615;0.367
2025;11;17;0.414;0.445;0.245
2025;11;18;0.192;0.227;0.115
2025;11;19;0.016;0.029;0.043
2025;11;20;0;0;0
2025;11;21;0;0;0
2025;11;22;0;0;0
2025;11;23;0;0;0
2025;11;0;0;0;0
2025;11;1;0;0;0
2025;11;2;0;0;0
2025;11;3;0;0;0
2025;11;4;0;0;0
2025;11;5;0;0;0
2025;11;6;0;0;0
2025;11;7;0.005;0.013;0
2025;11;8;0.147;0.198;0.046
2025;11;9;0.352;0.419;0.141
2025;11;10;0.534;0.600;0.169
2025;11;11;0.674;0.728;0.145
2025;11;12;0.755;0.803;0.107
2025;11;13;0.786;0.832;0.077
2025;11;14;0.770;0.814;0.064
2025;11;15;0.705;0.750;0.076
2025;11;16;0.586;0.635;0.100
2025;11;17;0.411;0.465;0.088
2025;11;18;0.190;0.242;0.073
2025;11;19;0.017;0.018;0.044
2025;11;20;0;0;0.001
2025;11;21;0;0;0
2025;11;22;0;0;0
2025;11;23;0;0;0
2025;11;0;0;0;0
2025;11;1;0;0;0
2025;11;2;0;0;0
2025;11;3;0;0;0
2025;11;4;0;0;0
2025;11;5;0;0;0
2025;11;6;0;0;0
2025;11;7;0.005;0.011;0.012
2025;11;8;0.147;0.209;0.129
2025;11;9;0.352;0.433;0.362
2025;11;10;0.531;0.613;0.548
2025;11;11;0.663;0.738;0.730
2025;11;12;0.745;0.812;0.842
2025;11;13;0.780;0.837;0.878
2025;11;14;0.766;0.817;0.866
2025;11;15;0.701;0.744;0.805
2025;11;16;0.583;0.612;0.696
2025;11;17;0.410;0.323;0.531
2025;11;18;0.189;0.135;0.316
2025;11;19;0.018;0.047;0.079
2025;11;20;0;0;0.006
2025;11;21;0;0;0
2025;11;22;0;0;0
2025;11;23;0;0;0
2025;11;0;0;0;0
2025;11;1;0;0;0
2025;11;2;0;0;0
2025;11;3;0;0;0
2025;11;4;0;0;0
2025;11;5;0;0;0
2025;11;6;0;0;0
2025;11;7;0.006;0.021;0.025
2025;11;8;0.145;0.155;0.175
2025;11;9;0.347;0.400;0.382
2025;11;10;0.527;0.592;0.604
2025;11;11;0.660;0.715;0.743
2025;11;12;0.746;0.785;0.828
2025;11;13;0.780;0.778;0.863
2025;11;14;0.765;0.700;0.849
2025;11;15;0.701;0.574;0.782
2025;11;16;0.583;0.474;0.663
2025;11;17;0.410;0.355;0.506
2025;11;18;0.189;0.199;0.294
2025;11;19;0.019;0.051;0.080
2025;11;20;0;0;0.006
2025;11;21;0;0;0
2025;11;22;0;0;0
2025;11;23;0;0;0
2025;11;0;0;0;0
2025;11;1;0;0;0
2025;11;2;0;0;0
2025;11;3;0;0;0
2025;11;4;0;0;0
2025;11;5;0;0;0
2025;11;6;0;0;0
2025;11;7;0.006;0.013;0.028
2025;11;8;0.145;0.197;0.157
2025;11;9;0.344;0.412;0.407
2025;11;10;0.527;0.589;0.592
2025;11;11;0.657;0.715;0.725
2025;11;12;0.742;0.789;0.807
2025;11;13;0.782;0.814;0.840
2025;11;14;0.765;0.794;0.826
2025;11;15;0.699;0.734;0.759
2025;11;16;0.582;0.622;0.571
2025;11;17;0.409;0.456;0.329
2025;11;18;0.188;0.238;0.143
2025;11;19;0.018;0.018;0.026
2025;11;20;0;0;0
2025;11;21;0;0;0
2025;11;22;0;0;0
2025;11;23;0;0;0
2025;11;0;0;0;0
2025;11;1;0;0;0
2025;11;2;0;0;0
2025;11;3;0;0;0
2025;11;4;0;0;0
2025;11;5;0;0;0
2025;11;6;0;0;0
2025;11;7;0.007;0.019;0.029
2025;11;8;0.144;0.182;0.188
2025;11;9;0.349;0.386;0.382
